Movie_Name,Genre,Running_Time,Metascore,Release_year,IMDb_Rating,Movie_Description,Votes,Gross
Highlander: The Search for Vengeance,"Animation, Action, Fantasy",85 min,,2007,6.7,"Highlander Colin MacLeod must choose between confronting the immortal who killed his lover centuries ago, or saving the survivors of a ravaged New York City.","3,898",
12:01,"Comedy, Sci-Fi, Thriller",92 min,,1993,6.8,A man likes a woman at work. He sees her get murdered. He gets drunk and zapped at 12:01AM. Next morning she's back and everything is exactly like the day before. The time loops gives him chances to save her.,"5,334",
John Dies at the End,"Comedy, Fantasy, Horror",99 min,53,2012,6.3,"A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?","39,621",$0.14M
The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi",137 min,65,2015,6.5,Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.,"348,066",$281.72M
Shopping,"Action, Crime, Drama",105 min,,1994,5.4,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds! This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry.'","2,970",
Divino Amor,"Drama, Sci-Fi",101 min,86,2019,6.2,"A woman uses her bureaucratic job to convince divorcing couples to stay together and is utterly committed to getting pregnant by her husband in a future of dance parties, ritualistic orgies and fundamentalist Christianity.","2,162",
Gentlemen Broncos,"Adventure, Comedy, Sci-Fi",89 min,28,2009,6.1,A teenager attends a fantasy writers' convention where he discovers his idea has been stolen by an established novelist.,"12,058",$0.11M
Tammy and the T-Rex,"Comedy, Sci-Fi",82 min,,1994,5.3,"An evil scientist implants the brain of murdered high-school student Michael into a Tyrannosaurus. He escapes, wreaks vengeance on his high-school tormentors, and reunites with his sweetheart Tammy.","5,197",
Conquest of the Planet of the Apes,"Action, Sci-Fi",88 min,49,1972,6.1,"In a futuristic world that has embraced ape slavery, Caesar, the son of the late simians Cornelius and Zira, surfaces after almost twenty years of hiding out from the authorities, and prepares for a slave revolt against humanity.","34,449",$9.81M
The Absent Minded Professor,"Comedy, Family, Sci-Fi",92 min,75,1961,6.7,A college professor invents an anti-gravity substance which a corrupt businessman wants for himself.,"8,905",$25.38M
The Time Traveler's Wife,"Comedy, Drama, Fantasy",107 min,47,2009,7.1,"A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.","154,975",$63.41M
We Are What We Are,"Drama, Horror, Thriller",105 min,71,2013,5.9,"The Parkers, a reclusive family who follow ancient customs, find their secret existence threatened as a torrential downpour moves into their area, forcing daughters Iris and Rose to assume responsibilities beyond those of a typical family.","21,759",$0.08M
After Midnight,"Drama, Horror, Romance",83 min,55,2019,5.3,"When his girlfriend suddenly disappears, leaving a cryptic note as her only explanation, Hank's comfortable life and his sanity begin to crack. Then, from the woods surrounding his house, something terrible starts trying to break in.","4,463",
Amazon Women on the Moon,"Comedy, Sci-Fi",85 min,42,1987,6.2,"A spoof of low budget 1950s science-fiction movies, interspersed with various comedy sketches and fake commercials making fun of late-night television.","12,312",$0.55M
The Cell,"Crime, Horror, Sci-Fi",107 min,40,2000,6.4,"An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim.","106,330",$61.33M
Hyôryu kyôshitsu,"Comedy, Drama, Fantasy",104 min,,1987,5.5,"An international school in Kobe, Japan is catapulted into the future after a time-slip occurs.",282,
Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,"Animation, Action, Adventure",119 min,,2017,7.3,"Kirito uncovers a conspiracy within Ordinal Scale, a popular AR game developed for a new system called The Augma.","8,666",
"Honey, I Shrunk the Kids","Adventure, Comedy, Family",93 min,63,1989,6.4,The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,"161,626",$130.72M
Pokémon: Detective Pikachu,"Action, Adventure, Comedy",104 min,53,2019,6.5,"In a world where people collect Pokémon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.","175,719",$144.11M
Bicentennial Man,"Drama, Romance, Sci-Fi",132 min,42,1999,6.9,An android endeavors to become human as he gradually acquires emotions.,"121,721",$58.22M
Supurigan,"Animation, Action, Adventure",90 min,48,1998,6.5,An elite superhuman agent must stop a foreign military unit from seizing control of an ancient artifact that holds the key to ultimate power.,"4,097",$0.01M
Justice League vs. Teen Titans,"Animation, Action, Adventure",78 min,,2016,6.9,Robin is sent to work with the Teen Titans after his volatile behavior botches a Justice League mission. The Titans must then face Trigon after he possesses the League and threatens to conquer the world.,"22,860",
"Kumo no mukô, yakusoku no basho","Animation, Drama, Romance",90 min,,2004,6.9,"In an alternate postwar timeline, Japan is divided into the Union-controlled North and the US-controlled South.","14,738",
Hellboy Animated: Sword of Storms,"Animation, Action, Adventure",77 min,,2006,6.4,Hellboy travels to Japan to fight an ancient demon.,"4,765",
The Secret of Moonacre,"Adventure, Family, Fantasy",103 min,,2008,6,Maria inherits a book of secrets from her dad. She moves to her uncle's Moonacre estate. A family curse was cast on the valley. Only Maria can break it using her book.,"10,680",
I predatori di Atlantide,"Action, Sci-Fi",92 min,,1983,4.8,"An ancient Atlantean relic is discovered on the ocean floor near a sunken nuclear submarine, which triggers a violent set of events that sees a couple of scientists teaming up with a few mercenaries to survive the onslaught that follows.","2,255",
Recess: School's Out,"Animation, Adventure, Comedy",82 min,43,2001,6.5,T.J. and the gang must save summer vacation from disappearing forever.,"11,288",$36.70M
Los Parecidos,"Horror, Mystery, Sci-Fi",89 min,,2015,5.9,"On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","4,274",
Archive,"Drama, Mystery, Sci-Fi",109 min,67,2020,6.4,2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs.,"24,872",
Les affamés,"Action, Adventure, Drama",104 min,,2017,5.8,"In a small, remote village in northern Quebec, things have changed. Locals are not the same anymore - their bodies are breaking down and they have turned against their loved ones. A handful of survivors goes hiding in the woods, looking for others like them.","9,857",
Boss Level,"Action, Adventure, Comedy",100 min,56,2020,6.8,"Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise.","74,341",
Encounter,"Drama, Sci-Fi, Thriller",108 min,57,2021,5.9,"Two brothers embark on a journey with their father, who is trying to protect them from an alien threat.","10,581",
Idiocracy,"Adventure, Comedy, Sci-Fi",84 min,66,2006,6.5,"Corporal Joe Bauers, a decisively average American, is selected as a guinea pig for a top-secret hibernation program but is forgotten, awakening to a future so incredibly moronic he's easily the most intelligent person alive.","174,001",$0.44M
The Adjustment Bureau,"Crime, Mystery, Romance",106 min,60,2011,7,The affair between a politician and a contemporary dancer is affected by mysterious forces keeping the lovers apart.,"264,081",$62.50M
TerrorVision,"Comedy, Horror, Sci-Fi",85 min,,1986,5.5,"A family's new satellite TV system starts receiving signals from another planet, and soon it becomes the passageway to an alien world.","7,516",$0.32M
The Blood of Heroes,"Action, Sci-Fi, Sport",90 min,,1989,6.3,"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city.","7,351",$0.88M
Baskin,"Crime, Drama, Fantasy",97 min,58,2015,5.8,A squad of unsuspecting cops go through a trapdoor to Hell when they stumble upon a Black Mass in an abandoned building.,"11,751",
The Hunger Games: Mockingjay - Part 1,"Action, Adventure, Sci-Fi",123 min,64,2014,6.6,"Katniss Everdeen is in District 13 after she shatters the games forever. Under the leadership of President Coin and the advice of her trusted friends, Katniss spreads her wings as she fights to save Peeta and a nation moved by her courage.","476,911",$337.14M
Cheung gong 7 hou,"Adventure, Comedy, Drama",88 min,46,2008,6.4,A poor Chinese laborer learns important lessons after his son gets a strange new toy.,"16,647",$0.21M
Ansatsu kyôshitsu,"Action, Adventure, Comedy",110 min,,2015,6.2,"The Earth's moon is suddenly 70% smaller and permanently crescent shaped by a devastating and unknown force. For the students of E Class, Kunugigaoka Junior High School, the being ...                See full summary »","2,146",
Digimon: The Movie,"Animation, Action, Adventure",82 min,20,2000,6,"Throughout three different stories, Kari Kamiya and her friends take on explosive adventures involving digital creatures.","7,732",$9.63M
Nu ji xie ren,"Action, Comedy, Crime",98 min,,1991,5.9,"A man transfers his mind to an android, and kidnaps a middle eastern prince, demanding a ransom. Meanwhile, he goes on a spree of raping and killing prostitutes. The police secret androids, Robotrix, are the only ones that could stop him.","1,117",
Robinson Crusoe on Mars,"Adventure, Sci-Fi",110 min,,1964,6.4,"Stranded on Mars with only a monkey as a companion, an astronaut must figure out how to find oxygen, water, and food on the lifeless planet.","6,980",
Sentô shôjo: Chi no tekkamen densetsu,"Action, Comedy, Fantasy",89 min,,2010,5.6,"After a high-school girl discovers that she descends from a long line of mutants, she joins other mutants to battle anti-mutants. Ordinary humans that can't run fast get caught in the slaughter.","1,977",
Stewie Griffin: The Untold Story,"Animation, Adventure, Comedy",88 min,,2005,7.5,"The maniacal baby of the Griffin family, Stewie, meets his future self. In doing this he discovers that his future image is not what he has anticipated because of a near death experience.","33,150",
Caltiki il mostro immortale,"Adventure, Horror, Sci-Fi",77 min,,1959,5.9,"A team of archaeologists in Mexico encounter an amorphous, blob-like monster that appears to be connected with the collapse of the Mayan civilization.","1,537",
Kansen,"Drama, Horror, Sci-Fi",98 min,,2004,6,"INFECTION takes place in a dark, isolated hospital, where one doctors mistake has led to dire consequences for a patient.","5,669",
Come True,"Horror, Sci-Fi",105 min,68,2020,6,A teenage runaway takes part in a sleep study that becomes a nightmarish descent into the depths of her mind and a frightening examination of the power of dreams.,"10,172",
Kong: Skull Island,"Action, Adventure, Fantasy",118 min,62,2017,6.7,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.","333,918",$168.05M
